# Série;Designação da série (PT);Métrica;Unidade de Medida;Período de referência;Valor;Estado
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2007-04-30;1668.8;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2007-05-31;1670.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2007-06-30;1632.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2007-07-31;1690.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2007-08-31;1756.7;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2007-09-30;1688;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2007-10-31;1668.7;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2007-11-30;1722.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2007-12-31;1486.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2008-01-31;1654;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2008-02-29;1746.3;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2008-03-31;1878.2;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2008-04-30;1934.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2008-05-31;2072.2;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2008-06-30;2070.6;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2008-07-31;2131;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2008-08-31;2403.3;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2008-09-30;2364.1;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2008-10-31;2542.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2008-11-30;2682;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2008-12-31;2514.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2009-01-31;2752.8;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2009-02-28;3068.7;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2009-03-31;3459.8;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2009-04-30;3742.2;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2009-05-31;4106.6;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2009-06-30;4136;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2009-07-31;4311.9;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2009-08-31;4658.7;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2009-09-30;4854.6;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2009-10-31;5105;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2009-11-30;5311.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2009-12-31;4593.8;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2010-01-31;4878.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2010-02-28;5006.3;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2010-03-31;4947.1;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2010-04-30;5103.7;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2010-05-31;5262;
