# Série;Designação da série (PT);Métrica;Unidade de Medida;Período de referência;Valor;Estado
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2021-03-31;-5.4;
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2021-06-30;16.5;
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2021-09-30;5.5;
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2021-12-31;7.2;
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2022-03-31;12.2;
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2022-06-30;7.7;
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2022-09-30;5.0;
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2022-12-31;3.6;
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2023-03-31;3.3;
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2023-06-30;3.1;
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2023-09-30;2.0;
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2023-12-31;2.1;
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2024-03-31;1.4;
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2024-06-30;1.5;
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2024-09-30;2.0;
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2024-12-31;2.8;
12518314;PIB a preços de mercado-Trim-Dados encadeados volume-TVH (vcsc);Taxa de variação homóloga;Percentagem;2025-03-31;1.6;
